 	 	 
Maximum_pool_location:	4.7411	[mm]
Maximum_width:	1.0876	[mm]
Y_[mm]	X_left[mm]	Width_[mm]
0	0	0
0.03951	0	0
0.07902	0	0
0.1185	0	0
0.158	0	0
0.1975	0	0
0.2371	0	0
0.2766	0	0
0.3161	0	0
0.3556	0	0
0.3951	0	0
0.4346	0	0
0.4741	0	0
0.5136	0	0
0.5531	0	0
0.5926	0	0
0.6322	0	0
0.6717	0	0
0.7112	0	0
0.7507	0	0
0.7902	0	0
0.8297	0	0
0.8692	0	0
0.9087	0	0
0.9482	0	0
0.9877	0	0
1.0272	0	0
1.0668	0	0
1.1063	0	0
1.1458	0	0
1.1853	0	0
1.2248	0	0
1.2643	0	0
1.3038	0	0
1.3433	0	0
1.3828	0	0
1.4223	0	0
1.4619	0	0
1.5014	0	0
1.5409	0	0
1.5804	0	0
1.6199	0	0
1.6594	0	0
1.6989	0	0
1.7384	0	0
1.7779	0	0
1.8174	0	0
1.8569	0	0
1.8965	0	0
1.936	0	0
1.9755	0	0
2.015	0	0
2.0545	0	0
2.094	0	0
2.1335	0	0
2.173	0	0
2.2125	0	0
2.252	0	0
2.2916	0	0
2.3311	0	0
2.3706	0	0
2.4101	0	0
2.4496	0	0
2.4891	0	0
2.5286	0	0
2.5681	0	0
2.6076	0	0
2.6471	0	0
2.6866	0	0
2.7262	0	0
2.7657	0	0
2.8052	0	0
2.8447	0	0
2.8842	0	0
2.9237	0	0
2.9632	0	0
3.0027	0	0
3.0422	0	0
3.0817	0	0
3.1213	0	0
3.1608	0	0
3.2003	0	0
3.2398	0	0
3.2793	0	0
3.3188	0	0
3.3583	0	0
3.3978	0	0
3.4373	0	0
3.4768	0	0
3.5163	0	0
3.5559	0	0
3.5954	0	0
3.6349	0	0
3.6744	0	0
3.7139	0	0
3.7534	0	0
3.7929	0	0
3.8324	0	0
3.8719	0	0
3.9114	0	0
3.951	0	0
3.9905	0	0
4.03	0	0
4.0695	0	0
4.109	0	0
4.1485	0	0
4.188	0	0
4.2275	7.8125	0.4159
4.267	7.7792	0.4824
4.3065	7.7647	0.5115
4.346	7.7657	0.5095
4.3856	7.7335	0.5739
4.4251	7.7085	0.6238
4.4646	7.7044	0.6322
4.5041	7.6472	0.7465
4.5436	7.6108	0.8193
4.5831	7.5765	0.8879
4.6226	7.6045	0.8318
4.6621	7.5245	0.9919
4.7016	7.5193	1.0023
4.7411	7.563	1.0876
4.7807	7.5567	1.1583
4.8202	7.563	1.1541
4.8597	7.565	1.1291
4.8992	7.563	1.1271
4.9387	7.5567	1.1894
4.9782	7.5546	1.2497
5.0177	7.5588	1.3101
5.0572	7.5879	1.2747
5.0967	7.59	1.256
5.1362	7.59	1.2435
5.1757	7.6045	1.2477
5.2153	7.6253	1.2165
5.2548	7.6253	1.1957
5.2943	7.6337	1.1874
5.3338	7.6649	1.1728
5.3733	7.6649	1.1437
5.4128	7.6711	1.1333
5.4523	7.6752	1.1083
5.4918	7.7044	1.0647
5.5313	7.7085	1.0605
5.5708	7.7127	1.0439
5.6104	7.7293	1.0127
5.6499	7.748	0.9773
5.6894	7.7522	0.969
5.7289	7.7501	0.969
5.7684	7.7501	0.969
5.8079	7.748	0.9711
5.8474	7.7459	0.9773
5.8869	7.7522	0.9669
5.9264	7.7543	0.9378
5.9659	7.7647	0.9274
6.0054	7.7834	0.8692
6.045	7.7834	0.8692
6.0845	7.7834	0.8692
6.124	7.7834	0.8651
6.1635	7.7834	0.8609
6.203	7.7834	0.8567
6.2425	7.7834	0.8401
6.282	7.7834	0.8318
6.3215	7.7834	0.8276
6.361	7.7834	0.8235
6.4005	7.7834	0.8235
6.4401	7.7834	0.8193
6.4796	7.7522	0.8443
6.5191	7.7501	0.838
6.5586	7.748	0.8318
6.5981	7.7459	0.8235
6.6376	7.748	0.8214
6.6771	7.7501	0.8235
6.7166	7.7501	0.8214
6.7561	7.7501	0.8235
6.7956	7.7751	0.7985
6.8351	7.7834	0.7902
6.8747	7.7834	0.8027
6.9142	7.7834	0.8235
6.9537	7.7834	0.8297
6.9932	7.8208	0.7923
7.0327	7.8229	0.8193
7.0722	7.8229	0.8297
7.1117	7.8229	0.8297
7.1512	7.827	0.8609
7.1907	7.8291	0.863
7.2302	7.8603	0.838
7.2698	7.8624	0.8588
7.3093	7.8624	0.8671
7.3488	7.8624	0.8692
7.3883	7.8686	0.8838
7.4278	7.9019	0.8609
7.4673	7.9019	0.863
7.5068	7.9019	0.8651
7.5463	7.9144	0.8505
7.5858	7.9414	0.8255
7.6253	7.9414	0.8463
7.6649	7.9414	0.8505
7.7044	7.9477	0.8567
7.7439	7.9477	0.8588
7.7834	7.9539	0.8505
7.8229	7.9539	0.8526
7.8624	7.9477	0.8609
7.9019	7.9414	0.8692
7.9414	7.9414	0.8692
7.9809	7.9414	0.8671
8.0204	7.9248	0.8838
8.0599	7.904	0.9046
8.0995	7.9019	0.9004
8.139	7.9019	0.8775
8.1785	7.8853	0.8858
8.218	7.8624	0.9087
8.2575	7.8624	0.9087
8.297	7.8624	0.8921
8.3365	7.8291	0.9025
8.376	7.8229	0.9087
8.4155	7.8229	0.8713
8.455	7.7938	0.8983
8.4946	7.7834	0.9087
8.5341	7.7834	0.8692
8.5736	7.7439	0.9087
8.6131	7.7439	0.9025
8.6526	7.7085	0.9191
8.6921	7.7044	0.9087
8.7316	7.669	0.9441
8.7711	7.6649	0.9482
8.8106	7.6524	0.9212
8.8501	7.6253	0.9482
8.8896	7.6253	0.9482
8.9292	7.6253	0.9441
8.9687	7.5921	0.9441
9.0082	7.5858	0.9482
9.0477	7.5858	0.9482
9.0872	7.5858	0.9482
9.1267	7.5858	0.9441
9.1662	7.5838	0.9378
9.2057	7.5567	0.9503
9.2452	7.5505	0.9441
9.2847	7.5463	0.9482
9.3243	7.5463	0.9441
9.3638	7.5463	0.9461
9.4033	7.5463	0.9441
9.4428	7.5463	0.9378
9.4823	7.5463	0.9399
9.5218	7.5359	0.9399
9.5613	7.5131	0.9649
9.6008	7.5068	0.9503
9.6403	7.5068	0.9482
9.6798	7.5068	0.9482
9.7193	7.5068	0.9461
9.7589	7.5006	0.9503
9.7984	7.4715	0.9753
9.8379	7.4673	0.9753
9.8774	7.4673	0.9482
9.9169	7.4673	0.9482
9.9564	7.4444	0.969
9.9959	7.434	0.969
10.0354	7.4278	0.969
10.0749	7.4278	0.9482
10.1144	7.4278	0.9482
10.154	7.4278	0.9399
10.1935	7.4278	0.9087
10.233	7.4278	0.9087
10.2725	7.4278	0.9087
10.312	7.4278	0.9087
10.3515	7.3924	0.942
10.391	7.3883	0.942
10.4305	7.3883	0.942
10.47	7.3883	0.9399
10.5095	7.3613	0.969
10.549	7.3488	0.9794
10.5886	7.3488	0.9482
10.6281	7.3488	0.9482
10.6676	7.3488	0.9482
10.7071	7.3155	0.9815
10.7466	7.3134	0.9836
10.7861	7.3093	0.9877
10.8256	7.3093	0.9857
10.8651	7.3093	0.9857
10.9046	7.3093	0.9815
10.9441	7.3093	0.9773
10.9837	7.3093	0.9711
11.0232	7.2802	0.9815
11.0627	7.2739	0.9836
11.1022	7.2698	0.9877
11.1417	7.2698	0.9877
11.1812	7.2698	0.9877
11.2207	7.2698	0.9877
11.2602	7.2698	0.9877
11.2997	7.2698	0.9877
11.3392	7.2698	0.9877
11.3787	7.2698	0.9877
11.4183	7.2698	0.9877
11.4578	7.2698	0.9877
11.4973	7.2698	0.9877
11.5368	7.2698	0.9877
11.5763	7.2698	0.9877
11.6158	7.2698	0.9877
11.6553	7.2698	0.9877
11.6948	7.2698	0.9877
11.7343	7.2698	0.9877
11.7738	7.2698	0.9877
11.8134	7.2698	0.9919
11.8529	7.2698	1.0252
11.8924	7.2698	1.0272
11.9319	7.2698	1.0272
11.9714	7.276	1.021
12.0109	7.2926	1.0439
12.0504	7.3093	1.0272
12.0899	7.3093	1.0272
12.1294	7.3093	1.0668
12.1689	7.3093	1.0668
12.2084	7.3093	1.1042
12.248	7.3155	1.1
12.2875	7.3488	1.1021
12.327	7.3488	1.1063
12.3665	7.3488	1.1063
12.406	7.3488	1.1458
12.4455	7.355	1.1395
12.485	7.3883	1.1063
12.5245	7.3883	1.1063
12.564	7.3883	1.1291
12.6035	7.4153	1.1187
12.6431	7.4278	1.1063
12.6826	7.4278	1.1063
12.7221	7.4278	1.1063
12.7616	7.4278	1.1063
12.8011	7.4382	1.1291
12.8406	7.4673	1.1063
12.8801	7.4673	1.1063
12.9196	7.4673	1.1063
12.9591	7.4673	1.1063
12.9986	7.4735	1.1
13.0381	7.5068	1.0668
13.0777	7.5068	1.0668
13.1172	7.5068	1.0813
13.1567	7.5068	1.0834
13.1962	7.5068	1.0938
13.2357	7.5131	1.0876
13.2752	7.538	1.0647
13.3147	7.5463	1.0626
13.3542	7.5463	1.0605
13.3937	7.5463	1.0626
13.4332	7.5463	1.0647
13.4728	7.5463	1.0647
13.5123	7.5463	1.0626
13.5518	7.5463	1.0647
13.5913	7.5463	1.0647
13.6308	7.5463	1.0668
13.6703	7.5463	1.0668
13.7098	7.5463	1.0668
13.7493	7.5463	1.0668
13.7888	7.5463	1.0668
13.8283	7.5463	1.0668
13.8678	7.5463	1.0668
13.9074	7.5463	1.0668
13.9469	7.5463	1.0668
13.9864	7.5463	1.0668
14.0259	7.5463	1.0668
14.0654	7.5463	1.0668
14.1049	7.5463	1.0668
14.1444	7.5505	1.0626
14.1839	7.5858	1.0272
14.2234	7.5858	1.0605
14.2629	7.5858	1.0668
14.3025	7.5879	1.0647
14.342	7.6253	1.0272
14.3815	7.6253	1.0272
14.421	7.6253	1.0272
14.4605	7.6253	1.0605
14.5	7.6253	1.0668
14.5395	7.6253	1.0668
14.579	7.6316	1.0772
14.6185	7.6649	1.0626
14.658	7.6649	1.0668
14.6975	7.6649	1.0668
14.7371	7.6649	1.0668
14.7766	7.6649	1.0959
14.8161	7.6649	1.1063
14.8556	7.6649	1.1063
14.8951	7.6649	1.1063
14.9346	7.6649	1.1458
14.9741	7.669	1.1416
15.0136	7.6732	1.1375
15.0531	7.7044	1.1063
15.0926	7.7044	1.1104
15.1322	7.7044	1.1458
15.1717	7.7044	1.1458
15.2112	7.7044	1.1458
15.2507	7.7044	1.1458
15.2902	7.7044	1.1458
15.3297	7.7085	1.1499
15.3692	7.7356	1.1479
15.4087	7.7439	1.1437
15.4482	7.7439	1.1458
15.4877	7.7439	1.1458
15.5272	7.7439	1.1458
15.5668	7.7439	1.1458
15.6063	7.7439	1.1458
15.6458	7.7439	1.1437
15.6853	7.7439	1.1333
15.7248	7.7439	1.1063
15.7643	7.7439	1.1063
15.8038	7.7439	1.1063
15.8433	7.7418	1.1083
15.8828	7.7044	1.1458
15.9223	7.7044	1.1458
15.9619	7.7044	1.1458
16.0014	7.7044	1.1458
16.0409	7.6711	1.179
16.0804	7.6649	1.1853
16.1199	7.6649	1.1811
16.1594	7.6253	1.1853
16.1989	7.6253	1.1853
16.2384	7.6253	1.1853
16.2779	7.6253	1.1853
16.3174	7.5921	1.2186
16.3569	7.5858	1.2186
16.3965	7.5858	1.1853
16.436	7.5858	1.1853
16.4755	7.5463	1.2248
16.515	7.5463	1.2248
16.5545	7.5463	1.2123
16.594	7.5068	1.2248
16.6335	7.5068	1.2248
16.673	7.4756	1.256
16.7125	7.4673	1.2643
16.752	7.4673	1.2643
16.7916	7.432	1.2997
16.8311	7.4278	1.2643
16.8706	7.4278	1.2643
16.9101	7.4008	1.2913
16.9496	7.3883	1.3038
16.9891	7.3883	1.3038
17.0286	7.3883	1.2976
17.0681	7.3633	1.2893
17.1076	7.3488	1.3038
17.1471	7.3488	1.3038
17.1866	7.3488	1.3038
17.2262	7.3488	1.2893
17.2657	7.3093	1.3038
17.3052	7.3093	1.3038
17.3447	7.3093	1.3038
17.3842	7.3093	1.2934
17.4237	7.2698	1.3038
17.4632	7.2698	1.3038
17.5027	7.2698	1.2976
17.5422	7.2698	1.2643
17.5817	7.2698	1.2643
17.6213	7.2635	1.2705
17.6608	7.2302	1.2997
17.7003	7.2302	1.2643
17.7398	7.2302	1.2643
17.7793	7.2302	1.2643
17.8188	7.2302	1.2643
17.8583	7.2302	1.2643
17.8978	7.2302	1.2643
17.9373	7.2302	1.2643
17.9768	7.197	1.2976
18.0163	7.1907	1.3038
18.0559	7.1907	1.3017
18.0954	7.1907	1.2934
18.1349	7.1907	1.2643
18.1744	7.1907	1.2643
18.2139	7.1907	1.2643
18.2534	7.1949	1.2601
18.2929	7.2157	1.2394
18.3324	7.2282	1.2269
18.3719	7.2282	1.2269
18.4114	7.2302	1.2248
18.451	7.2302	1.2248
18.4905	7.2302	1.2248
18.53	7.2302	1.2248
18.5695	7.2302	1.2248
18.609	7.2302	1.2248
18.6485	7.2302	1.2248
18.688	7.2302	1.2248
18.7275	7.2302	1.2248
18.767	7.2302	1.2248
18.8065	7.2302	1.2248
18.846	7.2344	1.2206
18.8856	7.2344	1.2206
18.9251	7.2448	1.2102
18.9646	7.2698	1.2165
19.0041	7.2698	1.2248
19.0436	7.2698	1.2248
19.0831	7.2698	1.2248
19.1226	7.2698	1.2248
19.1621	7.2698	1.2248
19.2016	7.2739	1.231
19.2411	7.3093	1.2206
19.2807	7.3093	1.2248
19.3202	7.3093	1.2248
19.3597	7.3093	1.2248
19.3992	7.3093	1.2248
19.4387	7.3384	1.1957
19.4782	7.3488	1.204
19.5177	7.3488	1.2248
